type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price
blockOfFlats,48.77,2.0,1.0,3.0,2016.0,51.1109166,17.1212255,6.38,10.0,1.159,3.624,1.686,0.216,0.228,3.316,0.204,condominium,yes,yes,yes,no,no,695000
blockOfFlats,44.05,2.0,1.0,4.0,1968.0,51.10710744,17.0333828,0.47,111.0,0.129,0.342,0.215,0.139,0.087,0.127,0.199,condominium,no,yes,no,no,yes,649000
tenement,72.91,4.0,2.0,4.0,1890.0,51.1215489,17.0424869,1.5,31.0,0.144,0.424,0.36,0.14,0.091,0.322,0.27,condominium,no,no,no,no,yes,779000
tenement,50.47,3.0,2.0,4.0,1900.0,51.1265,17.0281,1.76,10.0,0.453,0.212,0.451,0.379,0.634,1.06,0.426,condominium,yes,yes,no,no,yes,450000
blockOfFlats,48.5,3.0,3.0,6.0,2016.0,51.1077675,17.0211218,0.69,48.0,0.199,0.26,0.39,0.163,0.1,0.285,0.306,condominium,yes,yes,yes,no,no,737200
blockOfFlats,57.0,3.0,4.0,4.0,1970.0,51.091017,17.0377269,2.26,35.0,0.271,0.984,0.217,0.124,0.197,0.323,0.149,condominium,yes,yes,no,no,yes,690000
blockOfFlats,48.98,2.0,1.0,4.0,2015.0,51.15742,16.92714,8.85,5.0,0.408,1.944,0.932,0.354,0.322,2.254,0.528,condominium,yes,yes,yes,no,no,580000
tenement,35.58,2.0,2.0,5.0,1945.0,51.1233,17.0389,1.54,31.0,0.198,0.38,0.305,0.155,0.168,0.393,0.022,condominium,yes,no,no,no,yes,409000
blockOfFlats,54.29,3.0,4.0,6.0,2019.0,51.15897,16.89849,10.62,3.0,0.696,1.815,0.341,0.6,0.096,2.262,0.428,condominium,no,yes,yes,no,no,648000
blockOfFlats,33.0,2.0,3.0,10.0,1980.0,51.08664992,17.03824997,2.74,25.0,0.113,1.365,0.555,0.067,0.159,0.799,0.345,condominium,no,yes,yes,no,yes,521000
apartmentBuilding,59.0,2.0,5.0,5.0,2021.0,51.0932039,16.9790335,4.04,14.0,0.313,1.346,0.216,0.155,0.193,2.005,0.19,condominium,yes,yes,yes,no,no,1200000
blockOfFlats,65.0,4.0,8.0,10.0,1992.0,51.07603,17.03419,3.87,11.0,0.681,0.355,0.527,0.248,0.458,1.166,0.124,cooperative,no,yes,yes,no,yes,680000
blockOfFlats,47.4,2.0,2.0,2.0,2005.0,51.16361,17.10219,7.75,3.0,0.349,2.433,1.59,0.432,1.323,2.439,1.583,condominium,yes,yes,no,no,no,565000
apartmentBuilding,36.3,2.0,5.0,16.0,2013.0,51.1115591,17.0215827,0.58,42.0,0.251,0.642,0.215,0.401,0.167,0.3,0.15,condominium,yes,yes,yes,yes,no,747000
tenement,102.86,3.0,1.0,4.0,1927.0,51.106284,17.0432106,1.06,37.0,0.202,0.205,0.241,0.141,0.14,0.212,0.035,condominium,no,yes,no,no,yes,1129000
apartmentBuilding,109.0,4.0,2.0,2.0,2017.0,51.0529087,17.0152981,6.51,4.0,0.734,0.834,0.305,0.137,0.583,3.43,0.568,condominium,yes,yes,no,no,no,1399000
apartmentBuilding,58.58,3.0,4.0,6.0,2016.0,51.1209374,17.038829,1.3,34.0,0.084,0.165,0.19,0.096,0.123,0.13,0.045,condominium,yes,yes,yes,no,no,899000
apartmentBuilding,74.0,3.0,3.0,3.0,2002.0,51.0730837,16.9997624,4.68,14.0,0.176,0.551,0.271,0.19,0.128,1.572,0.382,condominium,no,no,no,no,no,870000
blockOfFlats,57.1,3.0,2.0,4.0,1978.0,51.0934137,17.0048512,2.59,18.0,0.083,1.896,0.188,0.237,0.453,0.963,0.353,condominium,no,no,no,no,yes,615000
apartmentBuilding,48.85,2.0,1.0,4.0,2011.0,51.0956656,16.9884554,3.34,13.0,0.177,1.974,0.498,0.189,0.096,1.701,0.274,condominium,yes,yes,yes,no,no,689000
tenement,92.9,3.0,2.0,3.0,1901.0,51.0891,17.0427,2.57,22.0,0.199,1.178,0.404,0.178,0.21,0.564,0.378,condominium,no,yes,no,no,no,980000
blockOfFlats,65.72,3.0,2.0,3.0,1965.0,51.1228,16.9533,5.51,3.0,0.774,2.263,0.688,0.09,0.467,1.224,0.282,condominium,no,no,no,no,yes,599000
tenement,47.52,2.0,2.0,3.0,1930.0,51.1495112,17.0758417,5.38,7.0,0.333,2.187,2.049,0.146,0.389,1.038,1.101,condominium,no,no,no,no,yes,589000
blockOfFlats,52.92,2.0,1.0,8.0,2016.0,51.118126,17.0207809,1.04,12.0,0.445,0.538,0.811,0.141,0.404,0.521,0.494,condominium,yes,yes,yes,no,yes,844000
tenement,39.32,2.0,1.0,5.0,1890.0,51.1163,17.0549,1.86,27.0,0.118,0.118,0.387,0.231,0.173,0.825,0.148,condominium,yes,no,no,no,yes,599000
tenement,50.0,2.0,3.0,4.0,1910.0,51.095973,16.9995961,2.67,10.0,0.249,1.961,0.589,0.322,0.812,1.39,0.475,condominium,yes,no,no,no,yes,499000
blockOfFlats,54.0,3.0,3.0,10.0,1975.0,51.1276477,16.9897248,3.37,31.0,0.214,0.208,0.128,0.162,0.33,0.502,0.191,cooperative,yes,yes,yes,no,yes,699000
apartmentBuilding,49.5,2.0,3.0,6.0,2023.0,51.1210389,17.0132445,1.63,12.0,0.219,0.962,0.674,0.399,0.654,0.673,0.186,condominium,yes,yes,yes,yes,no,880000
blockOfFlats,57.5,2.0,1.0,5.0,2015.0,51.1270274,16.9665286,4.77,15.0,0.37,1.296,0.43,0.3,0.047,1.126,0.078,condominium,yes,yes,no,no,yes,750000
apartmentBuilding,36.05,2.0,5.0,16.0,2013.0,51.11346,17.02349,0.54,35.0,0.394,0.564,0.318,0.55,0.132,0.398,0.254,condominium,no,yes,yes,no,no,747050
tenement,100.92,3.0,1.0,5.0,1920.0,51.11406,17.03625,0.59,86.0,0.137,0.518,0.373,0.266,0.074,0.27,0.348,condominium,no,no,no,no,yes,1490000
apartmentBuilding,58.0,2.0,4.0,6.0,2010.0,51.06672,17.00001,5.31,10.0,0.503,0.358,0.798,0.177,0.095,2.214,0.261,condominium,no,yes,yes,yes,no,800000
blockOfFlats,48.8,2.0,4.0,8.0,1980.0,51.1136776,16.9489519,5.65,9.0,0.283,2.866,0.788,0.304,0.747,0.813,0.376,cooperative,yes,yes,yes,no,yes,579000
blockOfFlats,81.91,4.0,2.0,3.0,1998.0,51.0736912,16.9934055,4.84,11.0,0.26,0.907,0.711,0.279,0.138,1.775,0.158,condominium,yes,yes,no,no,yes,789000
blockOfFlats,64.62,3.0,3.0,4.0,2004.0,51.0642897,16.9936163,5.75,11.0,0.026,0.876,1.236,0.045,0.353,2.638,0.214,condominium,no,yes,no,no,no,749000
blockOfFlats,53.9,3.0,4.0,4.0,1978.0,51.1186225,16.9983948,2.36,18.0,0.253,0.661,0.484,0.301,0.414,0.245,0.218,cooperative,yes,yes,no,no,yes,699000
blockOfFlats,47.5,2.0,3.0,4.0,1982.0,51.158207,17.1328048,8.92,6.0,0.277,0.763,0.152,0.117,0.708,1.572,0.202,condominium,no,yes,no,no,yes,599000
blockOfFlats,51.87,2.0,7.0,8.0,2015.0,51.1207,17.0279,1.12,21.0,0.082,0.172,0.568,0.178,0.201,0.771,0.187,condominium,yes,yes,yes,no,no,895000
blockOfFlats,63.36,3.0,3.0,4.0,1970.0,51.107012,17.019818,0.81,37.0,0.197,0.276,0.43,0.084,0.075,0.186,0.267,condominium,no,no,no,no,no,650000
tenement,81.0,3.0,2.0,4.0,1930.0,51.1237271,17.0296334,1.45,22.0,0.425,0.26,0.355,0.159,0.309,0.779,0.234,condominium,yes,no,no,no,yes,1180000
tenement,40.5,2.0,3.0,4.0,1930.0,51.1316525,17.0647214,3.37,6.0,0.607,0.671,0.903,0.211,0.119,1.104,0.142,condominium,yes,no,no,no,yes,439000
blockOfFlats,37.0,2.0,2.0,3.0,1998.0,51.1020802,16.9482988,5.77,10.0,0.763,2.551,0.556,0.313,0.284,0.879,0.115,cooperative,yes,yes,no,no,yes,525000
tenement,54.0,3.0,5.0,5.0,1930.0,51.12088838,17.04620191,1.61,28.0,0.153,0.575,0.362,0.142,0.318,0.528,0.306,condominium,no,no,no,no,yes,650000
tenement,42.55,2.0,1.0,3.0,1928.0,51.1053,17.028,0.61,71.0,0.209,0.331,0.416,0.152,0.173,0.178,0.157,condominium,no,no,no,no,yes,580000
tenement,57.05,2.0,2.0,5.0,1930.0,51.1205498,17.0551953,2.08,22.0,0.081,0.243,0.559,0.092,0.302,1.144,0.238,condominium,yes,yes,no,no,yes,699000
tenement,71.61,3.0,1.0,4.0,1947.0,51.1143,17.0554,1.83,29.0,0.173,0.317,0.385,0.073,0.156,0.604,0.143,condominium,yes,no,no,no,yes,900000
apartmentBuilding,39.06,2.0,4.0,5.0,2015.0,51.1299,17.0417,2.29,10.0,0.579,1.138,0.584,0.185,0.209,1.144,0.078,condominium,no,yes,yes,no,no,630000
blockOfFlats,62.0,5.0,3.0,10.0,1970.0,51.1017148,17.0246988,1.06,46.0,0.1,0.474,0.239,0.188,0.063,0.117,0.311,cooperative,no,no,yes,no,yes,789000
blockOfFlats,48.8,2.0,2.0,4.0,2001.0,51.0732926,16.9947308,4.83,13.0,0.239,0.806,0.619,0.177,0.063,1.749,0.211,condominium,yes,no,no,yes,yes,689000
blockOfFlats,62.5,4.0,1.0,4.0,1973.0,51.0785153,17.0600943,4.16,4.0,0.95,2.185,0.374,0.349,1.014,1.723,0.227,condominium,yes,yes,no,no,no,799000
apartmentBuilding,45.5,2.0,3.0,5.0,2015.0,51.06032,17.05337,5.84,0.0,1.284,2.041,1.357,0.867,0.716,3.002,1.023,condominium,no,yes,yes,no,no,609000
blockOfFlats,29.23,1.0,1.0,3.0,2023.0,51.1423965,16.8929679,10.18,8.0,0.467,0.405,1.565,0.352,1.03,0.544,0.243,condominium,no,no,yes,no,no,450000
apartmentBuilding,36.05,2.0,5.0,18.0,2013.0,51.11348,17.02327,0.55,34.0,0.379,0.572,0.323,0.539,0.146,0.404,0.257,condominium,no,yes,yes,no,no,747050
blockOfFlats,49.2,2.0,1.0,6.0,2009.0,51.1441781,17.1183903,7.22,22.0,0.106,1.201,0.323,0.147,0.413,0.323,0.345,condominium,no,yes,yes,no,no,629000
blockOfFlats,36.0,2.0,5.0,17.0,2013.0,51.1134074,17.0234248,0.54,36.0,0.391,0.572,0.313,0.552,0.132,0.393,0.248,condominium,yes,no,yes,no,no,747050
blockOfFlats,63.56,3.0,2.0,3.0,2000.0,51.0615,17.0291,5.47,1.0,0.659,0.531,0.527,0.625,0.668,2.484,0.252,condominium,yes,yes,no,no,no,699000
blockOfFlats,56.02,2.0,2.0,3.0,2007.0,51.06555,17.0262,5.03,1.0,0.836,0.879,0.465,0.532,0.835,2.006,0.591,condominium,yes,yes,no,no,no,699500
blockOfFlats,57.02,3.0,5.0,5.0,2017.0,51.1538,17.0466,4.93,1.0,1.535,0.677,0.878,0.588,1.402,2.295,0.164,condominium,yes,yes,yes,no,no,819000
apartmentBuilding,66.3,2.0,2.0,3.0,2010.0,51.0695518,17.0360291,4.6,8.0,0.349,0.845,0.491,0.239,0.332,1.814,0.39,condominium,no,yes,yes,yes,no,869000
blockOfFlats,58.2,3.0,2.0,6.0,1976.0,51.13665,17.03517,2.91,11.0,0.302,1.212,0.201,0.168,0.472,1.895,0.124,condominium,no,yes,yes,no,no,630000
blockOfFlats,55.0,3.0,1.0,10.0,1973.0,51.0858037,17.0432711,2.92,19.0,0.174,1.489,0.206,0.249,0.221,0.924,0.253,cooperative,yes,no,yes,no,yes,579000
blockOfFlats,59.94,3.0,4.0,4.0,2015.0,51.0676554,16.9893068,5.56,10.0,0.506,1.025,1.192,0.099,0.039,2.476,0.141,condominium,yes,yes,yes,no,no,1010000
tenement,50.0,3.0,3.0,4.0,1900.0,51.1093986,17.0246418,0.39,83.0,0.216,0.4,0.138,0.379,0.012,0.079,0.181,condominium,yes,no,no,no,yes,820000
apartmentBuilding,67.0,3.0,1.0,5.0,2021.0,51.123858,17.0448522,1.8,16.0,0.146,0.652,0.061,0.199,0.337,0.618,0.04,condominium,yes,no,yes,no,yes,1250000
tenement,53.0,3.0,1.0,5.0,1880.0,51.1039176,17.0451695,1.31,35.0,0.031,0.358,0.493,0.161,0.416,0.067,0.262,condominium,no,no,no,no,yes,680000
blockOfFlats,41.0,2.0,10.0,10.0,1970.0,51.0893253,17.0159794,2.56,26.0,0.324,1.685,0.227,0.104,0.413,0.335,0.164,cooperative,yes,no,yes,no,yes,519000
blockOfFlats,47.1,2.0,6.0,6.0,1970.0,51.12358,16.9655,4.71,11.0,0.317,1.408,0.794,0.042,0.354,1.252,0.389,condominium,no,yes,yes,no,yes,599999
blockOfFlats,57.0,3.0,4.0,4.0,1968.0,51.0917,16.9991,3.01,9.0,0.071,2.315,0.397,0.152,0.497,1.052,0.411,condominium,no,no,no,no,yes,649000
blockOfFlats,54.13,2.0,2.0,4.0,2000.0,51.0727,16.99174,4.99,10.0,0.218,0.948,0.832,0.27,0.034,1.935,0.012,condominium,no,yes,no,no,no,679000
apartmentBuilding,60.74,2.0,5.0,9.0,2022.0,51.1031,17.0521,1.77,25.0,0.362,0.624,0.758,0.186,0.143,0.329,0.162,condominium,no,yes,yes,no,no,1090000
blockOfFlats,61.0,3.0,1.0,3.0,2011.0,51.0829306,16.9940137,3.97,7.0,0.331,1.71,0.639,0.29,0.658,1.186,0.653,condominium,yes,yes,no,yes,no,1100000
apartmentBuilding,41.0,2.0,3.0,3.0,2012.0,51.05836,17.06028,6.2,0.0,1.425,2.505,1.082,0.696,0.804,2.739,0.724,condominium,no,no,no,no,no,540000
blockOfFlats,51.86,2.0,2.0,2.0,2010.0,51.054559,17.016107,6.32,13.0,0.754,0.681,0.152,0.171,0.422,3.24,0.376,condominium,no,no,no,no,no,725000
blockOfFlats,47.8,3.0,10.0,11.0,1975.0,51.0932675,16.9826265,3.82,17.0,0.14,1.502,0.111,0.194,0.091,1.959,0.135,cooperative,no,yes,yes,no,no,540000
blockOfFlats,70.0,3.0,4.0,4.0,2014.0,51.1109378,17.1169706,6.09,7.0,0.907,3.327,1.439,0.034,0.052,3.022,0.178,condominium,no,yes,yes,yes,no,999990
apartmentBuilding,68.5,3.0,2.0,5.0,2000.0,51.1213363,17.0322687,1.2,36.0,0.131,0.083,0.346,0.124,0.112,0.491,0.082,cooperative,no,yes,yes,no,yes,1014900
blockOfFlats,59.3,3.0,3.0,4.0,2021.0,51.0808338,16.9975774,4.01,6.0,0.404,1.403,0.807,0.378,0.557,1.041,0.426,condominium,yes,yes,yes,yes,no,1199000
apartmentBuilding,70.0,3.0,2.0,3.0,2013.0,51.06631,17.03256,4.94,3.0,0.384,1.081,0.08,0.503,0.608,2.033,0.471,condominium,yes,no,no,no,no,850000
tenement,55.0,2.0,1.0,4.0,1930.0,51.1012991,17.049343,1.72,27.0,0.293,0.616,0.701,0.186,0.244,0.058,0.171,condominium,no,no,no,no,yes,690000
tenement,61.0,3.0,1.0,4.0,1933.0,51.1199029,17.035325,1.09,39.0,0.118,0.109,0.236,0.127,0.148,0.246,0.109,condominium,yes,no,no,no,yes,749900
apartmentBuilding,56.0,3.0,5.0,9.0,2023.0,51.0980281,17.0448684,1.76,19.0,0.456,0.328,0.431,0.27,0.26,0.429,0.274,condominium,yes,yes,yes,no,no,850000
blockOfFlats,69.0,3.0,2.0,2.0,2017.0,51.0529087,17.0152981,6.51,4.0,0.734,0.834,0.305,0.137,0.583,3.43,0.568,condominium,yes,yes,yes,no,yes,1199000
apartmentBuilding,81.28,4.0,2.0,3.0,2007.0,51.1428421,17.0481774,3.8,1.0,0.933,0.609,0.644,0.048,0.786,1.668,0.698,condominium,yes,no,no,no,no,1270000
apartmentBuilding,68.0,3.0,2.0,2.0,2017.0,51.0521586,17.0185414,6.56,5.0,0.692,0.744,0.468,0.079,0.527,3.488,0.628,condominium,yes,yes,yes,no,yes,1199000
blockOfFlats,51.04,2.0,1.0,3.0,2019.0,51.06241,17.04116,5.43,1.0,0.522,1.279,0.681,0.379,1.158,2.681,0.6,condominium,no,no,yes,no,no,660000
blockOfFlats,62.0,4.0,10.0,15.0,1970.0,51.1123373,17.0627448,2.31,35.0,0.294,0.225,0.191,0.404,0.182,0.67,0.226,cooperative,yes,yes,yes,no,yes,749000
blockOfFlats,34.0,1.0,2.0,3.0,2012.0,51.05836,17.06028,6.2,0.0,1.425,2.505,1.082,0.696,0.804,2.739,0.724,condominium,no,yes,no,no,no,499000
blockOfFlats,45.0,3.0,3.0,4.0,1970.0,51.1105647,17.0348141,0.35,140.0,0.272,0.18,0.17,0.136,0.024,0.27,0.098,condominium,no,no,no,no,yes,725000
blockOfFlats,49.0,3.0,2.0,2.0,1933.0,51.10212,17.10417,5.28,13.0,0.377,2.613,0.17,0.395,0.11,2.182,0.11,condominium,no,yes,no,no,yes,599000
blockOfFlats,45.0,3.0,3.0,4.0,1970.0,51.11232,17.03429,0.36,131.0,0.223,0.363,0.268,0.155,0.055,0.46,0.202,condominium,no,no,no,no,yes,725000
blockOfFlats,48.0,3.0,6.0,10.0,1969.0,51.0886203,17.0330666,2.47,22.0,0.105,1.342,0.467,0.296,0.484,0.709,0.324,cooperative,no,no,yes,no,yes,605000
apartmentBuilding,81.9,3.0,2.0,3.0,1998.0,51.085958,17.0013962,3.39,8.0,0.278,1.753,0.324,0.372,0.166,0.637,0.295,condominium,no,yes,no,yes,no,1199000
blockOfFlats,55.37,2.0,2.0,2.0,2019.0,51.0653184,17.074157,5.92,3.0,0.79,3.355,0.572,0.498,0.33,1.5,0.423,condominium,yes,yes,no,no,yes,710000
blockOfFlats,74.1,3.0,11.0,11.0,1982.0,51.1386779,16.966406,5.41,10.0,0.189,1.647,0.242,0.309,0.279,1.209,0.206,condominium,no,yes,yes,no,no,774000
blockOfFlats,56.48,3.0,4.0,4.0,1968.0,51.0923011,16.9990715,2.96,9.0,0.138,2.271,0.454,0.086,0.564,1.098,0.478,condominium,no,no,no,no,yes,649000
apartmentBuilding,37.44,2.0,5.0,5.0,2024.0,51.1034611,17.0231605,0.93,38.0,0.098,0.271,0.027,0.066,0.235,0.273,0.093,condominium,no,yes,yes,no,no,699000
apartmentBuilding,56.13,2.0,5.0,6.0,2016.0,51.107438,17.0418239,0.91,47.0,0.196,0.277,0.203,0.296,0.063,0.353,0.099,condominium,no,no,yes,no,no,1319055
tenement,99.0,4.0,1.0,4.0,1930.0,51.11842818,17.03778276,1.02,39.0,0.063,0.201,0.117,0.194,0.196,0.166,0.172,condominium,no,no,no,no,yes,1150000
blockOfFlats,60.41,3.0,10.0,11.0,1980.0,51.1355796,16.9689244,5.07,3.0,0.2,1.303,0.362,0.526,0.626,1.261,0.309,cooperative,yes,yes,yes,no,yes,628000
blockOfFlats,41.7,3.0,7.0,11.0,1970.0,51.1077655,16.9513202,5.49,6.0,0.459,3.005,0.837,0.309,0.298,0.45,0.409,cooperative,yes,yes,yes,no,yes,539000
apartmentBuilding,38.92,2.0,9.0,17.0,2018.0,51.1056373,17.0505225,1.55,22.0,0.313,0.366,0.523,0.2,0.384,0.359,0.354,condominium,yes,no,yes,no,no,930188
tenement,83.7,3.0,2.0,4.0,1904.0,51.1184,17.0609,2.33,14.0,0.423,0.544,0.497,0.17,0.18,1.139,0.344,condominium,no,yes,no,no,no,850000
blockOfFlats,28.64,2.0,1.0,4.0,2010.0,51.07174,17.0886,5.97,9.0,0.279,4.18,1.176,0.426,0.24,0.312,0.438,condominium,no,yes,no,no,no,440000
blockOfFlats,83.5,4.0,4.0,4.0,2009.0,51.1588,17.1371,9.2,6.0,0.126,0.919,0.224,0.199,0.902,1.784,0.14,condominium,no,yes,yes,yes,yes,824900
blockOfFlats,62.3,3.0,6.0,15.0,1980.0,51.11585672,17.00585747,1.77,27.0,0.119,0.327,0.111,0.091,0.147,0.314,0.146,condominium,no,no,yes,no,no,707000
tenement,69.0,3.0,3.0,4.0,1911.0,51.1216651,17.0405974,1.43,33.0,0.077,0.312,0.296,0.117,0.09,0.244,0.169,condominium,no,no,no,no,yes,765200
blockOfFlats,73.0,3.0,6.0,6.0,2009.0,51.0742377,17.0415684,4.14,16.0,0.218,0.886,0.587,0.081,0.035,1.686,0.224,condominium,yes,yes,yes,yes,no,1060000
tenement,46.17,2.0,4.0,4.0,1920.0,51.0981,17.0538,2.18,15.0,0.174,0.915,0.232,0.115,0.181,0.442,0.114,condominium,yes,no,no,no,yes,549000
blockOfFlats,42.0,2.0,3.0,10.0,1980.0,51.12615877,16.987062,3.44,36.0,0.254,0.134,0.198,0.099,0.169,0.383,0.196,condominium,no,yes,yes,no,yes,599900
blockOfFlats,60.52,3.0,2.0,3.0,2015.0,51.05619188,17.03441978,6.07,0.0,0.513,0.717,1.053,0.536,0.759,3.144,0.583,condominium,yes,yes,yes,no,no,786760
apartmentBuilding,70.0,3.0,2.0,2.0,2013.0,51.0629968,17.0467816,5.44,0.0,0.736,1.667,1.016,0.594,1.039,2.841,0.997,condominium,yes,yes,no,yes,no,850000
blockOfFlats,61.3,2.0,4.0,4.0,1980.0,51.1421,16.9563,6.2,9.0,0.434,2.439,0.561,0.183,0.523,0.506,0.495,condominium,yes,yes,no,no,yes,599000
apartmentBuilding,52.39,2.0,1.0,2.0,2009.0,51.0608,17.0202,5.59,8.0,0.736,0.454,0.689,0.192,0.332,2.521,0.377,condominium,yes,yes,no,yes,no,680000
tenement,111.0,5.0,2.0,3.0,1920.0,51.1029196,17.0326307,0.89,50.0,0.133,0.685,0.089,0.13,0.093,0.081,0.15,condominium,no,no,no,no,no,1076000
apartmentBuilding,65.3,3.0,4.0,5.0,2018.0,51.1613887,16.9082191,10.18,3.0,0.154,1.926,0.976,0.166,0.825,2.63,0.858,condominium,yes,yes,yes,no,no,730000
apartmentBuilding,75.48,4.0,5.0,5.0,2021.0,51.123858,17.0448522,1.8,16.0,0.146,0.652,0.061,0.199,0.337,0.618,0.04,condominium,yes,yes,yes,no,no,1198000
tenement,82.86,4.0,1.0,4.0,1945.0,51.1239,17.0398,1.63,26.0,0.261,0.467,0.357,0.154,0.25,0.464,0.07,condominium,yes,yes,no,no,yes,850000
apartmentBuilding,39.0,2.0,1.0,3.0,2020.0,51.1319864,17.0445671,2.58,8.0,0.795,1.233,0.696,0.208,0.069,1.416,0.207,condominium,yes,yes,yes,no,no,649000
blockOfFlats,67.0,4.0,1.0,3.0,2023.0,51.10573,17.12503,6.67,3.0,1.092,3.929,1.679,0.361,0.196,3.563,0.63,condominium,no,yes,yes,no,no,1100000
blockOfFlats,68.4,3.0,4.0,10.0,1994.0,51.076963,17.0452393,3.9,17.0,0.317,1.133,0.219,0.383,0.219,1.752,0.22,cooperative,no,yes,yes,no,yes,750000
blockOfFlats,36.0,2.0,6.0,10.0,1975.0,51.0845805,17.0405647,3.0,19.0,0.186,1.262,0.32,0.139,0.219,1.026,0.117,condominium,no,no,yes,no,no,515000
apartmentBuilding,68.17,3.0,5.0,5.0,2012.0,51.1565,17.02075,5.13,3.0,1.231,1.214,0.389,1.044,0.445,3.979,0.639,condominium,no,yes,yes,no,no,780000
blockOfFlats,54.5,2.0,1.0,6.0,1980.0,51.126,16.9711,4.44,24.0,0.092,1.002,0.365,0.056,0.084,0.835,0.062,cooperative,yes,yes,yes,no,yes,635000
blockOfFlats,63.0,3.0,7.0,7.0,1980.0,51.11745454,16.95575357,5.22,18.0,0.219,2.257,0.597,0.112,0.641,0.618,0.115,condominium,yes,yes,yes,no,yes,594000
apartmentBuilding,78.38,3.0,2.0,2.0,2012.0,51.1010439,17.0827076,3.85,5.0,0.876,1.401,1.319,0.203,0.346,0.927,1.006,condominium,yes,yes,yes,no,no,1350000
tenement,59.0,3.0,2.0,4.0,1920.0,51.0994359,17.0108673,1.82,27.0,0.118,1.129,0.288,0.045,0.114,0.907,0.195,condominium,yes,yes,no,no,yes,900000
apartmentBuilding,68.11,3.0,4.0,6.0,2020.0,51.1540665,17.0471914,4.97,1.0,1.585,0.715,0.922,0.552,1.434,2.283,0.203,condominium,yes,yes,yes,no,no,999999
blockOfFlats,50.0,3.0,2.0,4.0,2000.0,51.1178981,17.0306639,0.8,33.0,0.303,0.163,0.277,0.143,0.203,0.608,0.116,condominium,yes,yes,no,no,no,899000
blockOfFlats,69.8,3.0,11.0,11.0,1987.0,51.138192,16.978523,4.71,4.0,0.614,1.075,0.424,0.201,0.943,1.153,0.199,condominium,no,no,yes,no,yes,680000
blockOfFlats,27.0,1.0,3.0,4.0,1966.0,51.1079973,17.0373233,0.61,98.0,0.102,0.07,0.308,0.154,0.06,0.235,0.131,condominium,yes,no,no,no,yes,540000
blockOfFlats,36.0,2.0,1.0,8.0,1976.0,51.1021346,17.0207616,1.14,41.0,0.208,0.455,0.207,0.286,0.158,0.362,0.231,condominium,no,no,yes,no,yes,479000
blockOfFlats,86.0,3.0,2.0,3.0,2023.0,51.1269863,16.9935482,3.11,20.0,0.189,0.19,0.264,0.328,0.323,0.769,0.205,condominium,no,yes,yes,no,no,1550000
apartmentBuilding,55.0,2.0,1.0,3.0,2000.0,51.1592236,17.1362342,9.18,5.0,0.172,0.937,0.156,0.149,0.826,1.79,0.15,condominium,yes,yes,no,no,yes,630000
apartmentBuilding,36.0,2.0,5.0,17.0,2013.0,51.11326374,17.02300113,0.55,36.0,0.366,0.603,0.305,0.55,0.148,0.389,0.236,condominium,yes,yes,yes,no,no,747000
blockOfFlats,60.0,4.0,3.0,4.0,1972.0,51.1094543,17.0313322,0.18,158.0,0.248,0.37,0.111,0.19,0.023,0.232,0.022,condominium,no,yes,no,no,yes,739900
blockOfFlats,57.5,2.0,1.0,4.0,2000.0,51.1601472,17.1352065,9.18,6.0,0.291,1.01,0.122,0.171,0.715,1.841,0.182,cooperative,yes,yes,no,no,yes,630000
blockOfFlats,58.5,3.0,3.0,11.0,2016.0,51.1275146,16.962767,5.04,8.0,0.637,1.546,0.376,0.381,0.3,1.384,0.107,condominium,yes,yes,yes,no,no,899000
blockOfFlats,38.4,2.0,3.0,4.0,2018.0,51.1123227,17.0342883,0.36,131.0,0.223,0.363,0.269,0.155,0.054,0.46,0.203,condominium,yes,no,no,no,yes,699000
apartmentBuilding,40.0,2.0,1.0,8.0,2023.0,51.127,16.9936,3.11,18.0,0.192,0.194,0.268,0.329,0.322,0.768,0.209,condominium,yes,yes,yes,yes,yes,799000
blockOfFlats,36.26,2.0,3.0,4.0,1967.0,51.1037,17.1049,5.3,10.0,0.265,2.603,0.293,0.399,0.289,2.191,0.271,cooperative,yes,yes,no,no,yes,539999
blockOfFlats,46.0,2.0,4.0,5.0,1958.0,51.1058039,17.0379735,0.79,53.0,0.071,0.284,0.5,0.394,0.04,0.385,0.326,condominium,no,yes,no,no,yes,600000
apartmentBuilding,73.62,3.0,6.0,6.0,2022.0,51.1175,17.0511,1.67,25.0,0.245,0.18,0.125,0.389,0.129,0.815,0.104,condominium,no,yes,yes,no,no,1177920
tenement,92.63,3.0,2.0,4.0,1901.0,51.0892525,17.0388936,2.47,30.0,0.195,1.163,0.424,0.215,0.128,0.507,0.117,condominium,yes,yes,no,no,yes,1160000
blockOfFlats,38.0,2.0,2.0,3.0,2023.0,51.1074362,17.1242742,6.61,4.0,1.106,3.854,1.686,0.203,0.088,3.505,0.464,condominium,yes,yes,yes,yes,yes,645000
tenement,63.71,2.0,1.0,4.0,1930.0,51.0979964,17.0017842,2.41,16.0,0.163,1.723,0.384,0.168,0.572,1.427,0.239,condominium,yes,no,no,no,yes,595000
